Year,Date,Host,City,Venue,Rank,University,Country,Team,Contestant 1,Contestant 2,Contestant 3,Gold,Silver,Bronze,Honorable,Score,Total,Score Percentage,Penalty,Prize
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,21,Sharif University of Technology,Iran,3gespenek,Ali Babaei Cheshme Ahmad Rezaei,Sepideh Mahabadi,Soheil Ehsani,False,False,False,True,6,11,0.55,1066,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,22,Carnegie Mellon University,United States,Dragons,Nathaniel Barshay,Si Young Oh,Tom Conerly,False,False,False,True,6,11,0.55,1110,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,23,Shanghai Jiao Tong University,China,Luminar,Jingbo Shang,Shangfu Peng,Xuezhi Cao,False,False,False,True,6,11,0.55,1113,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,24,Lviv National University,Ukraine,LNU United,Igor Yevchynets,Oleksandr Voietsa,Pavlo Kushnir,False,False,False,True,6,11,0.55,1150,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,25,The Chinese University of Hong Kong,Hong Kong,ManiAC,Cheuk Ting Li,Chun Ho Hung,Yue Hei Ng,False,False,False,True,6,11,0.55,1243,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,26,Zhongshan (Sun Yat-sen) University,China,SYSU_Calvados,Haoquan Zhao,Siyu Wang,Ziheng Deng,False,False,False,True,6,11,0.55,1367,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,27,University of Electronic Science and Technology of China,China,UESTC-Melody,Chen Cheng,He Xuan,Li Chunqi,False,False,False,True,5,11,0.45,648,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,28,Taras Shevchenko Kiev National University,Ukraine,Exploitless,Andrii Korotkov,Daniil Neiter,Oleksandr Bacherikov,False,False,False,True,5,11,0.45,754,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,29,Massachusetts Institute of Technology,United States,MIT Engineers,Cedric Yen-Yu Lin,Cosmin Gheorghe,Rostislav Rumenov,False,False,False,True,5,11,0.45,803,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,30,Belarusian State University,Belarus,BelarusianSU 1: Kuplyu Moped!,Dzianis Yarats,Raman Udavichenka,Yury Pisarchyk,False,False,False,True,5,11,0.45,811,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,31,Universidade Federal de Pernambuco,Brazil,Razão Cruzada,Filipe Melo,Luiz Silva,Pablo Carvalho Pinheiro,False,False,False,True,5,11,0.45,817,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,32,The University of Tokyo,Japan,USAGI Code,Eiichi Matsumoto,Yoko Oya,Yui Hosaka,False,False,False,True,5,11,0.45,822,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,33,South Ural State University,Russia,SUrSU Inception,Alexander Bich,Ilia Bogatirev,Oleg Vasilenko,False,False,False,True,5,11,0.45,839,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,34,Kazakh-British Technical University,Kazakhstan,Kazakh-British TU 1,Arman Yessenamanov,Bakytzhan Baizhikenov,Yessenzhar Kanapin,False,False,False,True,5,11,0.45,874,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,35,Perm State University,Russia,Perm SU 1,Andrey Serovikov,Dmitry Sergeev,Pavel Ponomarev,False,False,False,True,5,11,0.45,927,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,36,Kyoto University,Japan,d3sxp,Norihiro Kamae,Shohei Nishida,Yasuharu Hirasawa,False,False,False,True,5,11,0.45,935,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,37,Novosibirsk State University,Russia,Novosibirsk SU,Nikolay Kurtov,Svyatoslav Shcherbina,Vadim Zaytsev,False,False,False,True,5,11,0.45,1010,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,38,Fudan University,China,HexHeaven,Jiaye Zhu,Luyu Xie,Yingtao Tian,False,False,False,True,5,11,0.45,1225,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,39,Harbin Institute of Technology,China,DPS,Sheng Wang,Tao Guo,Zilong Lu,False,False,False,True,5,11,0.45,1312,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,40,Tianjin University,China,TJU-Zero,Haosheng Shan,Lin Jin,Yawen Xue,False,False,False,True,5,11,0.45,1353,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,41,University of Helsinki,Finland,Bubble Sorters,Aleksi Hartikainen,Mika Laitinen,Mikko Sysikaski,False,False,False,True,5,11,0.45,1447,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,42,Universidade Federal do Paraná,Brazil,Grito da Trypanosoma,Eduardo Augusto Ribas,Ricardo Oliveira,Vinicius Kwiecien Ruoso,False,False,False,True,4,11,0.36,386,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,43,Moscow Institute of Physics & Technology,Russia,MIPT Waterogers,Iakov Dlugach,Pavel Shishkin,Renat Gimadeev,False,False,False,True,4,11,0.36,452,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,44,Wuhan University,China,OpenLegend,Shuai Han,Yan Li,Yaxiong Liang,False,False,False,True,4,11,0.36,550,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,45,Universidade de São Paulo - Escola Politécnica,Brazil,RGA,Andre Hahn Pereira,Gustavo Pacianotto Gouveia,Ricardo Hahn Pereira,False,False,False,True,4,11,0.36,590,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,46,Princeton University,United States,Princeton,Bohua Zhan,Eddy Ferreira,Edward Zhang,False,False,False,True,4,11,0.36,673,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,47,University of São Paulo - Institute of Mathematics and Statistics,Brazil,Isso é tudo pessoal,Atol Fortin de Oliveira,Natan Costa Lima,Tiago Madeira,False,False,False,True,4,11,0.36,675,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,48,International Institute of Information Technology - Hyderabad,India,ANY Dream,Anish Shankar,Nadeem Moidu,Yash Kumar,False,False,False,True,4,11,0.36,710,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,49,East China Normal University,China,ecnu_puzzle,Qian Chen,Weichao Luo,Zhihao Wang,False,False,False,True,4,11,0.36,732,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,50,Universidad Nacional de Córdoba - FaMAF,Argentina,aWARush,Eric Alejandro Destefanis,Gastón Ingaramo,Matías Tealdi,False,False,False,True,4,11,0.36,759,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,51,University of Alberta,Canada,Alberta 1,Amir Malekzadeh,Navid Zolghadr,Saber Khakpash,False,False,False,True,4,11,0.36,763,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,52,Seoul National University,South Korea,reverse_iterator,Chan Min Kim,In Seob Kim,Sangwoo Kim,False,False,False,True,4,11,0.36,772,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,53,ETH Zürich,Switzerland,Dirt collector,Rajko Nenadov,Stephan Kollmann,Volodymyr Serbinenko,False,False,False,True,4,11,0.36,808,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,54,Beijing Jiaotong University,China,BJTU-ACMagic,Jinrui Sun,Lu Wang,Tong Wu,False,False,False,True,4,11,0.36,813,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,55,Indian Institute of Technology - Delhi,India,Proof,Nikhil Garg,Pradeep George Mathias,Rudradev Basak,False,False,False,True,4,11,0.36,862,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,56,University of Wroclaw,Poland,Riders of Approximation,Damian Rusak,Krzysztof Piecuch,Lukasz Zatorski,False,False,False,True,4,11,0.36,896,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,57,University of Stellenbosch,South Africa,Maties Team 2,Dirk Badenhorst Coetzee,Jacobus Francois Conradie,Ralf Kistner,False,False,False,True,4,11,0.36,981,Africa and the Middle East Champion
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,58,Pontificia Universidad Católica del Perú,Peru,HaCkErMaTh,Daniel Soncco,Jesús Peña,Walter Erquínigo,False,False,False,True,4,11,0.36,1025,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,59,Hangzhou Dianzi University,China,HDU-Knuth,Hao Hu,Lihua Zhong,Xiaoli Wang,False,False,False,True,3,11,0.27,263,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,60,Fuzhou University,China,OpenGL,Lei Chen,Wenbin Tang,Xilin Zhang,False,False,False,True,3,11,0.27,272,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,61,California State University - Chico,United States,WildCat 1,Abhishek Iyer,David Stolp,Katherine Gabales,False,False,False,True,3,11,0.27,288,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,62,German University in Cairo,Egypt,Dirichlet's Principle,Abdallah El Guindy,Islam Al-Aarag,Mohamed Abou Hamra,False,False,False,True,3,11,0.27,389,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,63,The University of New South Wales,Australia,Macrohard,Jarrah Lacko,Kitten Tofu,Xi Chen,False,False,False,True,3,11,0.27,395,South Pacific Champion
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,64,"Faculty of Computer and Information Sciences, Ain Shams University",Egypt,Null Terminated#4Qn*&&$$$,Ahmad El-Ruby,Islam Farid,Mohamad Abdel-Monem,False,False,False,True,3,11,0.27,426,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,65,Bangladesh University of Engineering and Technology,Bangladesh,B.U.E.T. Annihilator,Anindya Das,Muntasir Mashuq,Tasnim Imran Sunny,False,False,False,True,3,11,0.27,431,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,66,Leiden University,Netherlands,Johan's Angels,Alexey Gritsenko,Eric Stansifer,Thomas Beuman,False,False,False,True,3,11,0.27,447,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,67,Huazhong University of Science & Technology,China,ErBao,Han Xu,Jian He,Shunmin Li,False,False,False,True,3,11,0.27,447,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,68,Instituto Tecnológico de Aeronautica,Brazil,ITA - Carteado,Cesar Kawakami,Daniel Moreira,Guilherme Souza,False,False,False,True,3,11,0.27,491,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,69,University of Miami,United States,UM Hard Boiled,Andy Mok,Frank Rodriguez,Juan Bustos,False,False,False,True,3,11,0.27,536,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,70,Shandong University,China,Code_Geass,Jie Mao,Rui Wang,Wei Guo,False,False,False,True,3,11,0.27,538,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,71,Universidade Federal de Minas Gerais,Brazil,SUDO,Felipe Machado,Leonardo Martinez,Thiago Goulart,False,False,False,True,3,11,0.27,560,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,72,Harvey Mudd College,United States,HMC 42,Anak Yodpinyanee,Daniel Fielder,Stuart Pernsteiner,False,False,False,True,3,11,0.27,601,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,73,Simon Fraser University,Canada,SFU Cardinal,Andrew Henrey,Hua Huang,Wesley May,False,False,False,True,3,11,0.27,682,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,74,Ho Chi Minh City University of Science,Viet Nam,Equanimity,Dang Khoa Trinh Tran,Hung Phan Duy,Tuan Vu Pham,False,False,False,True,2,11,0.18,137,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,75,University of Oklahoma,United States,OU A,Allen Smith,Caleb Eggensperger,Peter Reid,False,False,False,True,2,11,0.18,142,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,76,Hong Kong University of Science and Technology,Hong Kong,Optimus Prime,Danqi Chen,Lu Wang,Yuliang Li,False,False,False,True,2,11,0.18,152,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,77,Universidad de Guanajuato - CIMAT,Mexico,Manowar,Alberto Jose Ramirez Valadez,Alejandro Jimenez Martinez,Marcel Stockli Contreras,False,False,False,True,2,11,0.18,159,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,78,Zhejiang Normal University,China,PpG_LongPo,Chao Zhang,Fangwei Luo,Xiaoyang Hu,False,False,False,True,2,11,0.18,193,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,79,University of Chicago,United States,Works in Theory,Denis Pankratov,Korei Klein,Matthew Steffen,False,False,False,True,2,11,0.18,225,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,80,Duke University,United States,Duke Wakalu,Bo Waggoner,Joshua Lund,Kevin Kauffman,False,False,False,True,2,11,0.18,243,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,81,Alexandria University - Faculty of Engineering,Egypt,Alex CSD,AbdelRahman Elsergani,Ahmed Abdelkader,Mohammad Kotb,False,False,False,True,2,11,0.18,248,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,82,American University of Sharjah,United Arab Emirates,AUS Leopards,Nour Nour,Omar Al Muhairi,Omar AlReyami,False,False,False,True,2,11,0.18,299,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,83,Harbin Engineering University,China,Blue Sky,Guang Hu,Junfeng Liu,Zhe Yuan,False,False,False,True,2,11,0.18,332,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,84,University of Wisconsin - Madison,United States,Wrong Answer,Aaron Brown,Ang Li,Zef RosnBrick,False,False,False,True,2,11,0.18,359,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,85,State University - Education Science Production Complex,Russia,Orel STU,Alexander Kouprin,Maria Valukhova,Roman Vetrov,False,False,False,True,2,11,0.18,374,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,86,Universidad del Valle,Colombia,UniValleException,Carlos Alberto Guzman Murillo,Carlos Alberto Ramirez Restrepo,Victor Hugo Padilla Ramirez,False,False,False,True,2,11,0.18,375,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,87,Universidad Católica Boliviana - La Paz,Bolivia,ACM-1PT,Edwin Marcelo Guzman Buezo,Nicolas Gumiel Conzelmann,Victor Hugo Paredes Mora,False,False,False,True,2,11,0.18,377,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,88,University of Minnesota - Twin Cities,United States,Blue,Matt Coudron,Michael Ludwig,Peter Lofgren,False,False,False,True,2,11,0.18,408,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,89,Universidad de las Ciencias Informáticas,Cuba,Olimpo,Luis Angel Giro Valdes,Mario Ivan Cid Vazquez,Vladimir Antonio Charchabal Escalona,False,False,False,True,2,11,0.18,426,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,90,University of California San Diego,United States,UCSD Papyrus,David Michon,Elliott Slaughter,Haoxi Fang,False,False,False,True,2,11,0.18,542,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,91,University of Maryland,United States,UMCP Terps 1,Anirudh Bandi,Holman Gao,Scott Zimmermann,False,False,False,True,2,11,0.18,596,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,92,Illinois State University,United States,Onward and Upward,Clint Riley,Ryan Newman,Sarah Steffen,False,False,False,True,2,11,0.18,607,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,93,Universidad de La Habana,Cuba,UH++,Alfonso Alfonso Peterssen,Camilo Bravo Valdes,Otto Alberto Leon Negrin,False,False,False,True,2,11,0.18,703,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,94,Universidad Nacional de Colombia - Bogotá,Colombia,UN-03,Erick Enrique Sanchez Diaz,Rafael Alberto Niquefa Velásquez,Santiago Vargas Baldrich,False,False,False,True,2,11,0.18,718,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,95,University of Virginia,United States,Time Limit Exceeded,Adelin Miloslavov,Daniel Epstein,Kristine Collins,False,False,False,True,2,11,0.18,883,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,96,University of Canterbury,New Zealand,Chimera,Janina Voigt,Michael McGee,Stephen Fitchett,False,False,False,True,1,11,0.09,38,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,97,South Dakota School of Mines and Technology,United States,Hardrockers,Ethan Robish,Matthew DesEnfants,Randy Foudray,False,False,False,True,1,11,0.09,146,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,98,EAFIT University,Colombia,Loperamida Clorhidrato 2mg,Alejandro Pelaez Roldan,Nicolas Hock Isaza,Sebastian Arcila Valenzuela,False,False,False,True,1,11,0.09,175,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,99,Faculty of Computers and Artificial Intelligence - Cairo University,Egypt,MMAW + s2++;,Ahmed Aly,Mostafa Saad,Yasser Yahia,False,False,False,True,1,11,0.09,193,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,100,University of Illinois at Urbana-Champaign,United States,Bardeen,Arindam Saha,Rohan Sharma,Sukolsak Sakshuwong,False,False,False,True,1,11,0.09,242,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,101 - 104,DJ Sanghvi College of Engineering,India,phoenix,Krunal Manik,Pratik Tandel,Purav Shah,False,False,False,True,0,11,0.0,0,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,101 - 104,Indian Institute of Technology - Kanpur,India,Deep Thought,Raziman Thottungal Valapu,Shiti Kanth,Utkarsh Lath,False,False,False,True,0,11,0.0,0,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,101 - 104,King Abdullah University of Science and Technology,Saudi Arabia,Unique,Jinling Jiang,Ruogu Ding,Suhib Alsisan,False,False,False,True,0,11,0.0,0,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,101 - 104,Sichuan University,China,APTX4869,Guo Li,Yuhao Fang,Zilong Feng,False,False,False,True,0,11,0.0,0,
2011,2011-05-30,United States,"Orlando, FL",The Peabody Orlando Hotelg,qualified,Amirkabir University of Technology,Iran,Last War of PMP,Mohammadjavad Rezayei Seraji,Pooya Zafar Asadollahpoor,Pouria Alimirzaei,False,False,False,True,0,11,0.0,0,
